,composer,measure,starttime,stoptime,duration,instrument,line,note,year,year_stop,year_x,,10,1,
768,Stravinsky,21,2.5,3,0.5,flute,soprano,g,212.5,213,213.75,,,,
769,Stravinsky,21,3,3.125,0.125,flute,soprano,g,213,213.125,215,,,,
770,Stravinsky,21,3.125,3.25,0.125,flute,soprano,f,213.125,213.25,215.3125,,,,
771,Stravinsky,21,3.25,3.375,0.125,flute,soprano,g,213.25,213.375,215.625,,,,
772,Stravinsky,21,3.375,3.5,0.125,flute,soprano,f,213.375,213.5,215.9375,,,,
773,Stravinsky,21,3.5,3.625,0.125,flute,soprano,g,213.5,213.625,216.25,,,,
774,Stravinsky,21,3.625,3.75,0.125,flute,soprano,f,213.625,213.75,216.5625,,,,
775,Stravinsky,21,3.75,3.875,0.125,flute,soprano,g,213.75,213.875,216.875,,,,
776,Stravinsky,21,3.875,4,0.125,flute,soprano,f,213.875,214,217.1875,,,,
777,Stravinsky,21,4,4.125,0.125,flute,soprano,g,214,214.125,217.5,,,,
778,Stravinsky,21,4.125,4.25,0.125,flute,soprano,f,214.125,214.25,217.8125,,,,
779,Stravinsky,21,4.25,4.375,0.125,flute,soprano,g,214.25,214.375,218.125,,,,
780,Stravinsky,21,4.375,4.5,0.125,flute,soprano,f,214.375,214.5,218.4375,,,,
781,Stravinsky,21,4.5,4.625,0.125,flute,soprano,g,214.5,214.625,218.75,,,,
782,Stravinsky,21,4.625,4.75,0.125,flute,soprano,f,214.625,214.75,219.0625,,,,
783,Stravinsky,21,4.75,4.875,0.125,flute,soprano,e,214.75,214.875,219.375,,,,
784,Stravinsky,21,4.875,5,0.125,flute,soprano,f,214.875,215,219.6875,,,,
785,Stravinsky,19,1,1.5,0.5,flute_b,soprano,c,191,191.5,190,,,,
786,Stravinsky,20,2,2.5,0.5,flute_b,soprano,c,202,202.5,202.5,,,,
787,Stravinsky,20,4,4.5,0.5,flute_b,soprano,g,204,204.5,207.5,,,,
788,Stravinsky,19,1,1.5,0.5,corno,middle,g,191,191.5,190,,,,
789,Stravinsky,19,1.5,2,0.5,corno,middle,f,191.5,192,191.25,,,,
790,Stravinsky,19,2,2.5,0.5,corno,middle,e,192,192.5,192.5,,,,
791,Stravinsky,19,2.5,3,0.5,corno,middle,f,192.5,193,193.75,,,,
792,Stravinsky,19,3,4,1,corno,middle,g,193,194,195,,,,
793,Stravinsky,19,4,4.2,0.2,corno,middle,f,194,194.2,197.5,,,,
794,Stravinsky,19,4.2,4.4,0.2,corno,middle,g,194.2,194.4,198,,,,
795,Stravinsky,19,4.4,4.6,0.2,corno,middle,f,194.4,194.6,198.5,,,,
796,Stravinsky,19,4.6,4.8,0.2,corno,middle,e,194.6,194.8,199,,,,
797,Stravinsky,19,4.8,5,0.2,corno,middle,f,194.8,195,199.5,,,,
798,Stravinsky,20,1,3,2,corno,middle,e,201,203,200,,,,
799,Stravinsky,21,2,3,1,corno,middle,e,212,213,212.5,,,,
800,Stravinsky,21,3,4,1,corno,middle,a,213,214,215,,,,
801,Stravinsky,21,4,5,1,corno,middle,a,214,215,217.5,,,,
802,Stravinsky,19,1,1.5,0.5,fagotti,bass,e,191,191.5,190,,,,
803,Stravinsky,19,1.5,2,0.5,fagotti,bass,d,191.5,192,191.25,,,,
804,Stravinsky,19,2,2.5,0.5,fagotti,bass,c,192,192.5,192.5,,,,
805,Stravinsky,19,2.5,3,0.5,fagotti,bass,d,192.5,193,193.75,,,,
806,Stravinsky,19,3,3.5,0.5,fagotti,bass,e,193,193.5,195,,,,
807,Stravinsky,19,3.5,4,0.5,fagotti,bass,c,193.5,194,196.25,,,,
808,Stravinsky,19,4,4.5,0.5,fagotti,bass,d,194,194.5,197.5,,,,
809,Stravinsky,19,4.5,5,0.5,fagotti,bass,b,194.5,195,198.75,,,,
810,Stravinsky,20,1,1.5,0.5,fagotti,bass,c,201,201.5,200,,,,
811,Stravinsky,20,1.5,2,0.5,fagotti,bass,b,201.5,202,201.25,,,,
812,Stravinsky,20,2,2.5,0.5,fagotti,bass,a,202,202.5,202.5,,,,
813,Stravinsky,20,2.5,3,0.5,fagotti,bass,b,202.5,203,203.75,,,,
814,Stravinsky,20,3,3.5,0.5,fagotti,bass,c,203,203.5,205,,,,
815,Stravinsky,20,3.5,4,0.5,fagotti,bass,d,203.5,204,206.25,,,,
816,Stravinsky,20,4,4.5,0.5,fagotti,bass,e,204,204.5,207.5,,,,
817,Stravinsky,20,4.5,5,0.5,fagotti,bass,c,204.5,205,208.75,,,,
818,Stravinsky,21,1,1.5,0.5,fagotti,bass,f,211,211.5,210,,,,
819,Stravinsky,21,1.5,2,0.5,fagotti,bass,f,211.5,212,211.25,,,,
820,Stravinsky,21,2,3.5,1.5,fagotti,bass,c,212,213.5,212.5,,,,
821,Stravinsky,21,3.5,4,0.5,fagotti,bass,e,213.5,214,216.25,,,,
822,Stravinsky,21,4,4.5,0.5,fagotti,bass,d,214,214.5,217.5,,,,
823,Stravinsky,21,4.5,5.5,1,fagotti,bass,b,214.5,215.5,218.75,,,,
824,Stravinsky,19,1,1.5,0.5,arpa,bass,e,191,191.5,190,,,,
825,Stravinsky,19,1.5,2,0.5,arpa,bass,d,191.5,192,191.25,,,,
826,Stravinsky,19,2,2.5,0.5,arpa,bass,c,192,192.5,192.5,,,,
827,Stravinsky,19,2.5,3,0.5,arpa,bass,d,192.5,193,193.75,,,,
828,Stravinsky,19,3,3.5,0.5,arpa,bass,e,193,193.5,195,,,,
829,Stravinsky,19,3.5,4,0.5,arpa,bass,c,193.5,194,196.25,,,,
830,Stravinsky,19,4,4.5,0.5,arpa,bass,d,194,194.5,197.5,,,,
831,Stravinsky,19,4.5,5,0.5,arpa,bass,b,194.5,195,198.75,,,,
832,Stravinsky,20,1,1.5,0.5,arpa,bass,c,201,201.5,200,,,,
833,Stravinsky,20,1.5,2,0.5,arpa,bass,b,201.5,202,201.25,,,,
834,Stravinsky,20,2,2.5,0.5,arpa,bass,a,202,202.5,202.5,,,,
835,Stravinsky,20,2.5,3,0.5,arpa,bass,b,202.5,203,203.75,,,,
836,Stravinsky,20,3,3.5,0.5,arpa,bass,c,203,203.5,205,,,,
837,Stravinsky,20,3.5,4,0.5,arpa,bass,d,203.5,204,206.25,,,,
838,Stravinsky,20,4,4.5,0.5,arpa,bass,e,204,204.5,207.5,,,,
839,Stravinsky,20,4.5,5,0.5,arpa,bass,c,204.5,205,208.75,,,,
840,Stravinsky,21,1,1.5,0.5,arpa,bass,f,211,211.5,210,,,,
841,Stravinsky,21,1.5,2,0.5,arpa,bass,f,211.5,212,211.25,,,,
842,Stravinsky,21,2,2.5,0.5,arpa,bass,c,212,212.5,212.5,,,,
843,Stravinsky,21,3.5,4,0.5,arpa,bass,e,213.5,214,216.25,,,,
844,Stravinsky,21,4,4.5,0.5,arpa,bass,d,214,214.5,217.5,,,,
845,Stravinsky,21,4.5,5,0.5,arpa,bass,b,214.5,215,218.75,,,,
846,Bach,22,1,2.5,1.5,organ,soprano,e,221,222.5,220,,,,
847,Bach,22,2.5,3,0.5,organ,soprano,f_sharp,222.5,223,223.75,,,,
848,Bach,22,3,5,2,organ,soprano,g,223,225,225,,,,
849,Bach,23,1,3,2,organ,soprano,a,231,233,230,,,,
850,Bach,24,2,3,1,organ,soprano,e,242,243,242.5,,,,
851,Bach,24,3,4,1,organ,soprano,f,243,244,245,,,,
852,Bach,24,4,5,1,organ,soprano,g,244,245,247.5,,,,
853,Bach,22,1,2.5,1.5,organ,middle,g,221,222.5,220,,,,
854,Bach,22,2.5,3,0.5,organ,middle,a,222.5,223,223.75,,,,
855,Bach,22,3,5,2,organ,middle,b,223,225,225,,,,
856,Bach,23,1,2.5,1.5,organ,middle,c,231,232.5,230,,,,
857,Bach,23,2.5,3,0.5,organ,middle,b_flat,232.5,233,233.75,,,,
858,Bach,23,3,5,2,organ,middle,a,233,235,235,,,,
859,Bach,24,1,3,2,organ,middle,g,241,243,240,,,,
860,Bach,22,1.5,2,0.5,organ,bass,d,221.5,222,221.25,,,,
861,Bach,22,2,2.5,0.5,organ,bass,c,222,222.5,222.5,,,,
862,Bach,22,2.5,3,0.5,organ,bass,c,222.5,223,223.75,,,,
863,Bach,22,3,3.5,0.5,organ,bass,b,223,223.5,225,,,,
864,Bach,22,3.5,4,0.5,organ,bass,e,223.5,224,226.25,,,,
865,Bach,22,4,4.5,0.5,organ,bass,e,224,224.5,227.5,,,,
866,Bach,22,4.5,5.5,1,organ,bass,g,224.5,225.5,228.75,,,,
867,Bach,23,1.5,2,0.5,organ,bass,f_sharp,231.5,232,231.25,,,,
868,Bach,23,2,3.5,1.5,organ,bass,g,232,233.5,232.5,,,,
869,Bach,23,3.5,4,0.5,organ,bass,c_sharp,233.5,234,236.25,,,,
870,Bach,23,4,4.5,0.5,organ,bass,d,234,234.5,237.5,,,,
871,Bach,23,4.5,5,0.5,organ,bass,f,234.5,235,238.75,,,,
872,Bach,24,1,1.5,0.5,organ,bass,e,241,241.5,240,,,,
873,Bach,24,1.5,2,0.5,organ,bass,d,241.5,242,241.25,,,,
874,Bach,24,2,2.5,0.5,organ,bass,c,242,242.5,242.5,,,,
875,Bach,24,2.5,3,0.5,organ,bass,c,242.5,243,243.75,,,,
876,Bach,24,3,3.5,0.5,organ,bass,d,243,243.5,245,,,,
877,Bach,24,3.5,4,0.5,organ,bass,c,243.5,244,246.25,,,,
878,Bach,24,4,4.5,0.5,organ,bass,b_flat,244,244.5,247.5,,,,
879,Bach,24,4.5,5,0.5,organ,bass,e,244.5,245,248.75,,,,
880,Stravinsky,22,1,2.5,1.5,flute,soprano,e,221,222.5,220,,,,
881,Stravinsky,22,2.5,3,0.5,flute,soprano,f_sharp,222.5,223,223.75,,,,
882,Stravinsky,22,3,3.125,0.125,flute,soprano,a,223,223.125,225,,,,
883,Stravinsky,22,3.125,3.25,0.125,flute,soprano,g,223.125,223.25,225.3125,,,,
884,Stravinsky,22,3.25,3.375,0.125,flute,soprano,a,223.25,223.375,225.625,,,,
885,Stravinsky,22,3.375,3.5,0.125,flute,soprano,g,223.375,223.5,225.9375,,,,
886,Stravinsky,22,3.5,3.625,0.125,flute,soprano,a,223.5,223.625,226.25,,,,
887,Stravinsky,22,3.625,3.75,0.125,flute,soprano,g,223.625,223.75,226.5625,,,,
888,Stravinsky,22,3.75,3.875,0.125,flute,soprano,a,223.75,223.875,226.875,,,,
889,Stravinsky,22,3.875,4,0.125,flute,soprano,g,223.875,224,227.1875,,,,
890,Stravinsky,22,4,4.125,0.125,flute,soprano,a,224,224.125,227.5,,,,
891,Stravinsky,22,4.125,4.25,0.125,flute,soprano,g,224.125,224.25,227.8125,,,,
892,Stravinsky,22,4.25,4.375,0.125,flute,soprano,a,224.25,224.375,228.125,,,,
893,Stravinsky,22,4.375,4.5,0.125,flute,soprano,g,224.375,224.5,228.4375,,,,
894,Stravinsky,22,4.5,4.625,0.125,flute,soprano,a,224.5,224.625,228.75,,,,
895,Stravinsky,22,4.625,4.75,0.125,flute,soprano,g,224.625,224.75,229.0625,,,,
896,Stravinsky,22,4.75,4.875,0.125,flute,soprano,a,224.75,224.875,229.375,,,,
897,Stravinsky,22,4.875,5,0.125,flute,soprano,g,224.875,225,229.6875,,,,
898,Stravinsky,23,1,3,2,flute,soprano,a,231,233,230,,,,
899,Stravinsky,24,2,3,1,flute,soprano,e,242,243,242.5,,,,
900,Stravinsky,24,3,4,1,flute,soprano,f,243,244,245,,,,
901,Stravinsky,24,4,5,1,flute,soprano,g,244,245,247.5,,,,
902,Stravinsky,22,1,1.5,0.5,flute_b,soprano,e,221,221.5,220,,,,
903,Stravinsky,23,1,1.5,0.5,flute_b,soprano,a,231,231.5,230,,,,
904,Stravinsky,24,2,2.5,0.5,flute_b,soprano,e,242,242.5,242.5,,,,
905,Stravinsky,24,3,3.5,0.5,flute_b,soprano,f,243,243.5,245,,,,
906,Stravinsky,24,4,4.5,0.5,flute_b,soprano,g,244,244.5,247.5,,,,
907,Stravinsky,22,1,2.5,1.5,corno,middle,g,221,222.5,220,,,,
908,Stravinsky,22,2.5,3,0.5,corno,middle,a,222.5,223,223.75,,,,
909,Stravinsky,22,3,3.125,0.125,corno,middle,c,223,223.125,225,,,,
910,Stravinsky,22,3.125,3.25,0.125,corno,middle,b,223.125,223.25,225.3125,,,,
911,Stravinsky,22,3.25,3.375,0.125,corno,middle,c,223.25,223.375,225.625,,,,
912,Stravinsky,22,3.375,3.5,0.125,corno,middle,b,223.375,223.5,225.9375,,,,
913,Stravinsky,22,3.5,3.625,0.125,corno,middle,c,223.5,223.625,226.25,,,,
914,Stravinsky,22,3.625,3.75,0.125,corno,middle,b,223.625,223.75,226.5625,,,,
915,Stravinsky,22,3.75,3.875,0.125,corno,middle,c,223.75,223.875,226.875,,,,
916,Stravinsky,22,3.875,4,0.125,corno,middle,b,223.875,224,227.1875,,,,
917,Stravinsky,22,4,4.125,0.125,corno,middle,c,224,224.125,227.5,,,,
918,Stravinsky,22,4.125,4.25,0.125,corno,middle,b,224.125,224.25,227.8125,,,,
919,Stravinsky,22,4.25,4.375,0.125,corno,middle,c,224.25,224.375,228.125,,,,
920,Stravinsky,22,4.375,4.5,0.125,corno,middle,b,224.375,224.5,228.4375,,,,
921,Stravinsky,22,4.5,4.625,0.125,corno,middle,c,224.5,224.625,228.75,,,,
922,Stravinsky,22,4.625,4.75,0.125,corno,middle,b,224.625,224.75,229.0625,,,,
923,Stravinsky,22,4.75,4.875,0.125,corno,middle,a,224.75,224.875,229.375,,,,
924,Stravinsky,22,4.875,5,0.125,corno,middle,b,224.875,225,229.6875,,,,
925,Stravinsky,23,1,2.5,1.5,corno,middle,c,231,232.5,230,,,,
926,Stravinsky,23,2.5,3,0.5,corno,middle,b_flat,232.5,233,233.75,,,,
927,Stravinsky,23,3,3.125,0.125,corno,middle,a,233,233.125,235,,,,
928,Stravinsky,23,3.125,3.25,0.125,corno,middle,,233.125,233.25,235.3125,,,,
929,Stravinsky,23,3.25,3.375,0.125,corno,middle,,233.25,233.375,235.625,,,,
930,Stravinsky,23,3.375,3.5,0.125,corno,middle,,233.375,233.5,235.9375,,,,
931,Stravinsky,23,3.5,3.625,0.125,corno,middle,,233.5,233.625,236.25,,,,
932,Stravinsky,23,3.625,3.75,0.125,corno,middle,,233.625,233.75,236.5625,,,,
933,Stravinsky,23,3.75,3.875,0.125,corno,middle,,233.75,233.875,236.875,,,,
934,Stravinsky,23,3.875,4,0.125,corno,middle,,233.875,234,237.1875,,,,
935,Stravinsky,23,4,4.125,0.125,corno,middle,,234,234.125,237.5,,,,
936,Stravinsky,23,4.125,4.25,0.125,corno,middle,,234.125,234.25,237.8125,,,,
937,Stravinsky,23,4.25,4.375,0.125,corno,middle,,234.25,234.375,238.125,,,,
938,Stravinsky,23,4.375,4.5,0.125,corno,middle,,234.375,234.5,238.4375,,,,
939,Stravinsky,23,4.5,4.625,0.125,corno,middle,,234.5,234.625,238.75,,,,
940,Stravinsky,23,4.625,4.75,0.125,corno,middle,,234.625,234.75,239.0625,,,,
941,Stravinsky,23,4.75,4.875,0.125,corno,middle,,234.75,234.875,239.375,,,,
942,Stravinsky,23,4.875,5,0.125,corno,middle,,234.875,235,239.6875,,,,
943,Stravinsky,24,1,3,2,corno,middle,g,241,243,240,,,,
944,Stravinsky,22,1.5,2,0.5,fagotti,bass,d,221.5,222,221.25,,,,
945,Stravinsky,22,2,2.5,0.5,fagotti,bass,c,222,222.5,222.5,,,,
946,Stravinsky,22,2.5,3,0.5,fagotti,bass,c,222.5,223,223.75,,,,
947,Stravinsky,22,3,3.5,0.5,fagotti,bass,b,223,223.5,225,,,,
948,Stravinsky,22,3.5,4,0.5,fagotti,bass,e,223.5,224,226.25,,,,
949,Stravinsky,22,4,4.5,0.5,fagotti,bass,e,224,224.5,227.5,,,,
950,Stravinsky,22,4.5,5.5,1,fagotti,bass,g,224.5,225.5,228.75,,,,
951,Stravinsky,23,1.5,2,0.5,fagotti,bass,f_sharp,231.5,232,231.25,,,,
952,Stravinsky,23,2,3.5,1.5,fagotti,bass,g,232,233.5,232.5,,,,
953,Stravinsky,23,3.5,4,0.5,fagotti,bass,c_sharp,233.5,234,236.25,,,,
954,Stravinsky,23,4,4.5,0.5,fagotti,bass,d,234,234.5,237.5,,,,
955,Stravinsky,23,4.5,5,0.5,fagotti,bass,f,234.5,235,238.75,,,,
956,Stravinsky,24,1,1.5,0.5,fagotti,bass,e,241,241.5,240,,,,
957,Stravinsky,24,1.5,2,0.5,fagotti,bass,d,241.5,242,241.25,,,,
958,Stravinsky,24,2,2.5,0.5,fagotti,bass,c,242,242.5,242.5,,,,
959,Stravinsky,24,2.5,3,0.5,fagotti,bass,c,242.5,243,243.75,,,,
960,Stravinsky,24,3,3.5,0.5,fagotti,bass,d,243,243.5,245,,,,
961,Stravinsky,24,3.5,4,0.5,fagotti,bass,c,243.5,244,246.25,,,,
962,Stravinsky,24,4,4.5,0.5,fagotti,bass,b_flat,244,244.5,247.5,,,,
963,Stravinsky,24,4.5,5,0.5,fagotti,bass,e,244.5,245,248.75,,,,
964,Stravinsky,22,1.5,2,0.5,harp,bass,d,221.5,222,221.25,,,,
965,Stravinsky,22,2,2.5,0.5,harp,bass,c,222,222.5,222.5,,,,
966,Stravinsky,22,2.5,3,0.5,harp,bass,c,222.5,223,223.75,,,,
967,Stravinsky,22,3,3.5,0.5,harp,bass,b,223,223.5,225,,,,
968,Stravinsky,22,3.5,4,0.5,harp,bass,e,223.5,224,226.25,,,,
969,Stravinsky,22,4,4.5,0.5,harp,bass,e,224,224.5,227.5,,,,
970,Stravinsky,22,4.5,5,0.5,harp,bass,g,224.5,225,228.75,,,,
971,Stravinsky,23,1.5,2,0.5,harp,bass,f_sharp,231.5,232,231.25,,,,
972,Stravinsky,23,2,2.5,0.5,harp,bass,g,232,232.5,232.5,,,,
973,Stravinsky,23,3.5,4,0.5,harp,bass,c_sharp,233.5,234,236.25,,,,
974,Stravinsky,23,4,4.5,0.5,harp,bass,d,234,234.5,237.5,,,,
975,Stravinsky,23,4.5,5,0.5,harp,bass,f,234.5,235,238.75,,,,
976,Stravinsky,24,1,1.5,0.5,harp,bass,e,241,241.5,240,,,,
977,Stravinsky,24,1.5,2,0.5,harp,bass,d,241.5,242,241.25,,,,
978,Stravinsky,24,2,2.5,0.5,harp,bass,c,242,242.5,242.5,,,,
979,Stravinsky,24,2.5,3,0.5,harp,bass,c,242.5,243,243.75,,,,
980,Stravinsky,24,3,3.5,0.5,harp,bass,d,243,243.5,245,,,,
981,Stravinsky,24,3.5,4,0.5,harp,bass,c,243.5,244,246.25,,,,
982,Stravinsky,24,4,4.5,0.5,harp,bass,b_flat,244,244.5,247.5,,,,
983,Stravinsky,24,4.5,5,0.5,harp,bass,e,244.5,245,248.75,,,,
984,Bach,25,1,2,1,organ,soprano,a,251,252,250,,,,
985,Bach,25,2,3,1,organ,soprano,g,252,253,252.5,,,,
986,Bach,25,2.5,3,0.5,organ,soprano,a,252.5,253,253.75,,,,
987,Bach,25,3,3.5,0.5,organ,soprano,b,253,253.5,255,,,,
988,Bach,25,3.5,4,0.5,organ,soprano,c,253.5,254,256.25,,,,
989,Bach,25,4,4.5,0.5,organ,soprano,d,254,254.5,257.5,,,,
990,Bach,26,1,3,2,organ,soprano,e,261,263,260,,,,
991,Bach,27,2.5,3.5,1,organ,soprano,g,272.5,273.5,273.75,,,,
992,Bach,27,3.5,3.75,0.25,organ,soprano,a,273.5,273.75,276.25,,,,
993,Bach,27,3.75,4,0.25,organ,soprano,b,273.75,274,276.875,,,,
994,Bach,27,4,4.25,0.25,organ,soprano,c,274,274.25,277.5,,,,
995,Bach,27,4.25,4.5,0.25,organ,soprano,d,274.25,274.5,278.125,,,,
996,Bach,27,4.5,4.75,0.25,organ,soprano,e,274.5,274.75,278.75,,,,
997,Bach,27,4.75,5,0.25,organ,soprano,f_sharp,274.75,275,279.375,,,,
998,Bach,25,2,3,1,organ,middle,c,252,253,252.5,,,,
999,Bach,25,3,4,1,organ,middle,b,253,254,255,,,,
1000,Bach,25,4,5,1,organ,middle,a,254,255,257.5,,,,
1001,Bach,26,1,2,1,organ,middle,g,261,262,260,,,,
1002,Bach,26,2,2.5,0.5,organ,middle,a,262,262.5,262.5,,,,
1003,Bach,26,2.5,3,0.5,organ,middle,g,262.5,263,263.75,,,,
1004,Bach,26,3,3.5,0.5,organ,middle,f,263,263.5,265,,,,
1005,Bach,26,3.5,4,0.5,organ,middle,e,263.5,264,266.25,,,,
1006,Bach,26,4,5,1,organ,middle,d,264,265,267.5,,,,
1007,Bach,27,1,3,2,organ,middle,c,271,273,270,,,,
1008,Bach,25,1,1.5,0.5,organ,bass,f,251,251.5,250,,,,
1009,Bach,25,1.5,2,0.5,organ,bass,d,251.5,252,251.25,,,,
1010,Bach,25,2,2.5,0.5,organ,bass,e,252,252.5,252.5,,,,
1011,Bach,25,2.5,3,0.5,organ,bass,f,252.5,253,253.75,,,,
1012,Bach,25,3,3.5,0.5,organ,bass,g,253,253.5,255,,,,
1013,Bach,25,3.5,4,0.5,organ,bass,e,253.5,254,256.25,,,,
1014,Bach,25,4,4.5,0.5,organ,bass,f,254,254.5,257.5,,,,
1015,Bach,25,4.5,5.5,1,organ,bass,b_flat,254.5,255.5,258.75,,,,
1016,Bach,26,1.5,2,0.5,organ,bass,g,261.5,262,261.25,,,,
1017,Bach,26,2,2.5,0.5,organ,bass,c,262,262.5,262.5,,,,
1018,Bach,26,2.5,3,0.5,organ,bass,b_flat,262.5,263,263.75,,,,
1019,Bach,26,3,3.5,0.5,organ,bass,a,263,263.5,265,,,,
1020,Bach,26,3.5,4,0.5,organ,bass,g,263.5,264,266.25,,,,
1021,Bach,26,4,4.5,0.5,organ,bass,f,264,264.5,267.5,,,,
1022,Bach,26,4.5,5,0.5,organ,bass,g,264.5,265,268.75,,,,
1023,Bach,27,1,1.5,0.5,organ,bass,a,271,271.5,270,,,,
1024,Bach,27,1.5,2,0.5,organ,bass,b,271.5,272,271.25,,,,
1025,Bach,27,2,3,1,organ,bass,c,272,273,272.5,,,,
1026,Bach,27,3,4,1,organ,bass,b,273,274,275,,,,
1027,Bach,27,4,5,1,organ,bass,a,274,275,277.5,,,,
1028,Stravinsky,25,1,2,1,flute,soprano,a,251,252,250,,,,
1029,Stravinsky,25,2,3,1,flute,soprano,g,252,253,252.5,,,,
1030,Stravinsky,25,2.5,3,0.5,flute,soprano,a,252.5,253,253.75,,,,
1031,Stravinsky,25,3,3.5,0.5,flute,soprano,b,253,253.5,255,,,,
1032,Stravinsky,25,3.5,4,0.5,flute,soprano,c,253.5,254,256.25,,,,
1033,Stravinsky,25,4,4.125,0.125,flute,soprano,e,254,254.125,257.5,,,,
1034,Stravinsky,25,4.125,4.25,0.125,flute,soprano,d,254.125,254.25,257.8125,,,,
1035,Stravinsky,25,4.25,4.375,0.125,flute,soprano,e,254.25,254.375,258.125,,,,
1036,Stravinsky,25,4.375,4.5,0.125,flute,soprano,d,254.375,254.5,258.4375,,,,
1037,Stravinsky,25,4.5,4.625,0.125,flute,soprano,e,254.5,254.625,258.75,,,,
1038,Stravinsky,25,4.625,4.75,0.125,flute,soprano,d,254.625,254.75,259.0625,,,,
1039,Stravinsky,25,4.75,4.875,0.125,flute,soprano,e,254.75,254.875,259.375,,,,
1040,Stravinsky,25,4.875,5,0.125,flute,soprano,d,254.875,255,259.6875,,,,
1041,Stravinsky,26,1,3,2,flute,soprano,e,261,263,260,,,,
1042,Stravinsky,25,1,1.5,0.5,flute_b,soprano,a,251,251.5,250,,,,
1043,Stravinsky,25,2,2.5,0.5,flute_b,soprano,g,252,252.5,252.5,,,,
1044,Stravinsky,26,1,1.5,0.5,flute_b,soprano,e,261,261.5,260,,,,
1045,Stravinsky,25,2,2.5,0.5,corno,bass,e,252,252.5,252.5,,,,
1046,Stravinsky,25,2.5,3,0.5,corno,bass,f,252.5,253,253.75,,,,
1047,Stravinsky,25,3,3.5,0.5,corno,bass,g,253,253.5,255,,,,
1048,Stravinsky,25,3.5,4,0.5,corno,bass,e,253.5,254,256.25,,,,
1049,Stravinsky,25,4,4.5,0.5,corno,bass,f,254,254.5,257.5,,,,
1050,Stravinsky,25,4.5,5.5,1,corno,bass,b_flat,254.5,255.5,258.75,,,,
1051,Stravinsky,26,1.5,2,0.5,corno,bass,g,261.5,262,261.25,,,,
1052,Stravinsky,26,2,2.5,0.5,corno,bass,c,262,262.5,262.5,,,,
1053,Stravinsky,26,2.5,3,0.5,corno,bass,b_flat,262.5,263,263.75,,,,
1054,Stravinsky,26,3,3.5,0.5,corno,bass,a,263,263.5,265,,,,
1055,Stravinsky,26,3.5,4,0.5,corno,bass,g,263.5,264,266.25,,,,
1056,Stravinsky,26,4,4.5,0.5,corno,bass,f,264,264.5,267.5,,,,
1057,Stravinsky,26,4.5,5,0.5,corno,bass,g,264.5,265,268.75,,,,
1058,Stravinsky,27,1,1.5,0.5,corno,bass,a,271,271.5,270,,,,
1059,Stravinsky,27,1.5,2,0.5,corno,bass,b,271.5,272,271.25,,,,
1060,Stravinsky,27,2,3,1,corno,bass,c,272,273,272.5,,,,
1061,Stravinsky,27,3,4,1,corno,bass,b,273,274,275,,,,
1062,Stravinsky,27,4,5,1,corno,bass,a,274,275,277.5,,,,
1063,Stravinsky,25,1,1.5,0.5,fagotti,bass,f,251,251.5,250,,,,
1064,Stravinsky,25,1.5,2,0.5,fagotti,bass,d,251.5,252,251.25,,,,
1065,Stravinsky,25,2,3,1,fagotti,middle,c,252,253,252.5,,,,
1066,Stravinsky,25,3,4,1,fagotti,middle,b,253,254,255,,,,
1067,Stravinsky,25,4,5,1,fagotti,middle,a,254,255,257.5,,,,
1068,Stravinsky,26,1,2,1,fagotti,middle,g,261,262,260,,,,
1069,Stravinsky,26,2,2.5,0.5,fagotti,middle,a,262,262.5,262.5,,,,
1070,Stravinsky,26,2.5,3,0.5,fagotti,middle,g,262.5,263,263.75,,,,
1071,Stravinsky,26,3,3.5,0.5,fagotti,middle,f,263,263.5,265,,,,
1072,Stravinsky,26,3.5,4,0.5,fagotti,middle,e,263.5,264,266.25,,,,
1073,Stravinsky,26,4,4.125,0.125,fagotti,middle,e,264,264.125,267.5,,,,
1074,Stravinsky,26,4.125,4.25,0.125,fagotti,middle,d,264.125,264.25,267.8125,,,,
1075,Stravinsky,26,4.25,4.375,0.125,fagotti,middle,e,264.25,264.375,268.125,,,,
1076,Stravinsky,26,4.375,4.5,0.125,fagotti,middle,d,264.375,264.5,268.4375,,,,
1077,Stravinsky,26,4.5,4.625,0.125,fagotti,middle,e,264.5,264.625,268.75,,,,
1078,Stravinsky,26,4.625,4.75,0.125,fagotti,middle,d,264.625,264.75,269.0625,,,,
1079,Stravinsky,26,4.75,4.875,0.125,fagotti,middle,e,264.75,264.875,269.375,,,,
1080,Stravinsky,26,4.875,5,0.125,fagotti,middle,d,264.875,265,269.6875,,,,
1081,Stravinsky,27,1,3,2,fagotti,middle,c,271,273,270,,,,
1082,Stravinsky,27,2,2.5,0.5,trombone_b,bass,c,272,272.5,272.5,,,,
1083,Stravinsky,27,3,3.5,0.5,trombone_b,bass,b,273,273.5,275,,,,
1084,Stravinsky,27,4,4.5,0.5,trombone_b,bass,a,274,274.5,277.5,,,,
1085,Stravinsky,25,1,1.5,0.5,harp,bass,f,251,251.5,250,,,,
1086,Stravinsky,25,1.5,2,0.5,harp,bass,d,251.5,252,251.25,,,,
1087,Stravinsky,25,2,2.5,0.5,harp,bass,e,252,252.5,252.5,,,,
1088,Stravinsky,25,2.5,3,0.5,harp,bass,f,252.5,253,253.75,,,,
1089,Stravinsky,25,3,3.5,0.5,harp,bass,g,253,253.5,255,,,,
