,composer,measure,starttime,stoptime,duration,instrument,line,note,year,year_stop,year_x,,10,1,
1572,Bach,35,1.25,1.5,0.25,organ,soprano,b,351.25,351.5,350.625,,,,
1573,Bach,35,1.5,1.75,0.25,organ,soprano,c,351.5,351.75,351.25,,,,
1574,Bach,35,1.75,2,0.25,organ,soprano,d,351.75,352,351.875,,,,
1575,Bach,35,2,2.25,0.25,organ,soprano,e,352,352.25,352.5,,,,
1576,Bach,35,2.25,2.5,0.25,organ,soprano,f_sharp,352.25,352.5,353.125,,,,
1577,Bach,35,2.5,2.75,0.25,organ,soprano,g,352.5,352.75,353.75,,,,
1578,Bach,35,2.75,3,0.25,organ,soprano,a,352.75,353,354.375,,,,
1579,Bach,35,3,3.25,0.25,organ,soprano,b,353,353.25,355,,,,
1580,Bach,35,3.25,3.5,0.25,organ,soprano,d,353.25,353.5,355.625,,,,
1581,Bach,35,3.5,3.75,0.25,organ,soprano,c,353.5,353.75,356.25,,,,
1582,Bach,35,3.75,4,0.25,organ,soprano,b,353.75,354,356.875,,,,
1583,Bach,35,4,4.25,0.25,organ,soprano,a,354,354.25,357.5,,,,
1584,Bach,35,4.25,4.5,0.25,organ,soprano,g,354.25,354.5,358.125,,,,
1585,Bach,35,4.5,4.75,0.25,organ,soprano,f_sharp,354.5,354.75,358.75,,,,
1586,Bach,35,4.75,5,0.25,organ,soprano,e,354.75,355,359.375,,,,
1587,Bach,33,1,2,1,organ,middle,g,331,332,330,,,,
1588,Bach,33,1,1.5,0.5,organ,middle,b,331,331.5,330,,,,
1589,Bach,34,1.5,2,0.5,organ,middle,a,341.5,342,341.25,,,,
1590,Bach,34,2,3,1,organ,middle,g,342,343,342.5,,,,
1591,Bach,34,3,4,1,organ,middle,d,343,344,345,,,,
1592,Bach,34,3.5,4.5,1,organ,middle,f,343.5,344.5,346.25,,,,
1593,Bach,34,4,5,1,organ,middle,d,344,345,347.5,,,,
1594,Bach,34,4.5,5.5,1,organ,middle,g,344.5,345.5,348.75,,,,
1595,Bach,35,1,3.5,2.5,organ,middle,e,351,353.5,350,,,,
1596,Bach,35,1.5,2.5,1,organ,middle,g,351.5,352.5,351.25,,,,
1597,Bach,35,2.5,3,0.5,organ,middle,f_sharp,352.5,353,353.75,,,,
1598,Bach,35,3,3.5,0.5,organ,middle,g,353,353.5,355,,,,
1599,Bach,35,3.5,4,0.5,organ,middle,f,353.5,354,356.25,,,,
1600,Bach,35,3.5,4,0.5,organ,middle,d,353.5,354,356.25,,,,
1601,Bach,35,4,4.5,0.5,organ,middle,e,354,354.5,357.5,,,,
1602,Bach,35,4,4.5,0.5,organ,middle,c,354,354.5,357.5,,,,
1603,Bach,35,4.5,5.5,1,organ,middle,a,354.5,355.5,358.75,,,,
1604,Bach,33,2,3,1,organ,bass,e,332,333,332.5,,,,
1605,Bach,33,3,4,1,organ,bass,a,333,334,335,,,,
1606,Bach,33,4,5,1,organ,bass,a,334,335,337.5,,,,
1607,Bach,34,1,3.5,2.5,organ,bass,g,341,343.5,340,,,,
1608,Bach,34,3.5,4,0.5,organ,bass,a,343.5,344,346.25,,,,
1609,Bach,34,4,5,1,organ,bass,b,344,345,347.5,,,,
1610,Bach,35,1,1.5,0.5,organ,bass,c,351,351.5,350,,,,
1611,Bach,35,1.5,2,0.5,organ,bass,b,351.5,352,351.25,,,,
1612,Bach,35,2,3,1,organ,bass,a,352,353,352.5,,,,
1613,Bach,35,3,4,1,organ,bass,g,353,354,355,,,,
1614,Stravinsky,33,1,1.25,0.25,flute,decoration,g,331,331.25,330,,,,
1615,Stravinsky,33,3.25,3.5,0.25,flute,decoration,e,333.25,333.5,335.625,,,,
1616,Stravinsky,33,3.5,3.75,0.25,flute,decoration,f_sharp,333.5,333.75,336.25,,,,
1617,Stravinsky,33,3.75,4,0.25,flute,decoration,g,333.75,334,336.875,,,,
1618,Stravinsky,33,4,4.25,0.25,flute,decoration,a,334,334.25,337.5,,,,
1619,Stravinsky,33,4.25,4.5,0.25,flute,decoration,b,334.25,334.5,338.125,,,,
1620,Stravinsky,33,4.5,4.75,0.25,flute,decoration,c,334.5,334.75,338.75,,,,
1621,Stravinsky,33,4.75,5,0.25,flute,decoration,a,334.75,335,339.375,,,,
1622,Stravinsky,34,1,1.25,0.25,flute,decoration,b,341,341.25,340,,,,
1623,Stravinsky,34,1.25,1.5,0.25,flute,decoration,d,341.25,341.5,340.625,,,,
1624,Stravinsky,34,1.5,1.75,0.25,flute,decoration,g,341.5,341.75,341.25,,,,
1625,Stravinsky,34,1.75,2,0.25,flute,decoration,b,341.75,342,341.875,,,,
1626,Stravinsky,34,2,2.25,0.25,flute,decoration,d,342,342.25,342.5,,,,
1627,Stravinsky,34,2.25,2.5,0.25,flute,decoration,g,342.25,342.5,343.125,,,,
1628,Stravinsky,34,2.5,2.75,0.25,flute,decoration,b,342.5,342.75,343.75,,,,
1629,Stravinsky,34,2.75,3,0.25,flute,decoration,d,342.75,343,344.375,,,,
1630,Stravinsky,34,3,3.25,0.25,flute,decoration,g,343,343.25,345,,,,
1631,Stravinsky,34,3.25,3.5,0.25,flute,decoration,b,343.25,343.5,345.625,,,,
1632,Stravinsky,34,3.5,3.75,0.25,flute,decoration,d,343.5,343.75,346.25,,,,
1633,Stravinsky,34,3.75,4,0.25,flute,decoration,g,343.75,344,346.875,,,,
1634,Stravinsky,34,4,4.25,0.25,flute,decoration,b,344,344.25,347.5,,,,
1635,Stravinsky,35,3.25,3.5,0.25,flute,soprano,d,353.25,353.5,355.625,,,,
1636,Stravinsky,35,3.5,3.75,0.25,flute,soprano,c,353.5,353.75,356.25,,,,
1637,Stravinsky,35,3.75,4,0.25,flute,soprano,b,353.75,354,356.875,,,,
1638,Stravinsky,35,4,4.25,0.25,flute,soprano,a,354,354.25,357.5,,,,
1639,Stravinsky,35,4.25,4.5,0.25,flute,soprano,g,354.25,354.5,358.125,,,,
1640,Stravinsky,35,4.5,4.75,0.25,flute,soprano,f_sharp,354.5,354.75,358.75,,,,
1641,Stravinsky,35,4.75,5,0.25,flute,soprano,e,354.75,355,359.375,,,,
1642,Stravinsky,33,1,1.25,0.25,flute_b,decoration,g,331,331.25,330,,,,
1643,Stravinsky,33,3.25,3.5,0.25,flute_b,decoration,e,333.25,333.5,335.625,,,,
1644,Stravinsky,33,3.5,3.75,0.25,flute_b,decoration,f_sharp,333.5,333.75,336.25,,,,
1645,Stravinsky,33,3.75,4,0.25,flute_b,decoration,g,333.75,334,336.875,,,,
1646,Stravinsky,33,4,4.25,0.25,flute_b,decoration,a,334,334.25,337.5,,,,
1647,Stravinsky,33,4.25,4.5,0.25,flute_b,decoration,b,334.25,334.5,338.125,,,,
1648,Stravinsky,33,4.5,4.75,0.25,flute_b,decoration,c,334.5,334.75,338.75,,,,
1649,Stravinsky,33,4.75,5,0.25,flute_b,decoration,a,334.75,335,339.375,,,,
1650,Stravinsky,34,1,1.25,0.25,flute_b,decoration,b,341,341.25,340,,,,
1651,Stravinsky,34,1.25,1.5,0.25,flute_b,decoration,d,341.25,341.5,340.625,,,,
1652,Stravinsky,34,1.5,1.75,0.25,flute_b,decoration,g,341.5,341.75,341.25,,,,
1653,Stravinsky,34,1.75,2,0.25,flute_b,decoration,b,341.75,342,341.875,,,,
1654,Stravinsky,34,2,2.25,0.25,flute_b,decoration,d,342,342.25,342.5,,,,
1655,Stravinsky,34,2.25,2.5,0.25,flute_b,decoration,g,342.25,342.5,343.125,,,,
1656,Stravinsky,34,2.5,2.75,0.25,flute_b,decoration,b,342.5,342.75,343.75,,,,
1657,Stravinsky,34,2.75,3,0.25,flute_b,decoration,d,342.75,343,344.375,,,,
1658,Stravinsky,34,3,3.25,0.25,flute_b,decoration,g,343,343.25,345,,,,
1659,Stravinsky,34,3.25,3.5,0.25,flute_b,decoration,b,343.25,343.5,345.625,,,,
1660,Stravinsky,34,3.5,3.75,0.25,flute_b,decoration,d,343.5,343.75,346.25,,,,
1661,Stravinsky,34,3.75,4,0.25,flute_b,decoration,g,343.75,344,346.875,,,,
1662,Stravinsky,34,4,4.25,0.25,flute_b,decoration,b,344,344.25,347.5,,,,
1663,Stravinsky,35,3.25,3.5,0.25,flute_b,soprano,d,353.25,353.5,355.625,,,,
1664,Stravinsky,35,3.5,3.75,0.25,flute_b,soprano,c,353.5,353.75,356.25,,,,
1665,Stravinsky,35,3.75,4,0.25,flute_b,soprano,b,353.75,354,356.875,,,,
1666,Stravinsky,35,4,4.25,0.25,flute_b,soprano,a,354,354.25,357.5,,,,
1667,Stravinsky,35,4.25,4.5,0.25,flute_b,soprano,g,354.25,354.5,358.125,,,,
1668,Stravinsky,35,4.5,4.75,0.25,flute_b,soprano,f_sharp,354.5,354.75,358.75,,,,
1669,Stravinsky,35,4.75,5,0.25,flute_b,soprano,e,354.75,355,359.375,,,,
1670,Stravinsky,33,1,2,1,oboe,middle,,331,332,330,,,,
1671,Stravinsky,33,2,3,1,oboe,middle,,332,333,332.5,,,,
1672,Stravinsky,34,3,4,1,oboe,middle,,343,344,345,,,,
1673,Stravinsky,34,4,5,1,oboe,middle,,344,345,347.5,,,,
1674,Stravinsky,35,1,3.5,2.5,oboe,middle,,351,353.5,350,,,,
1675,Stravinsky,35,3.5,4,0.5,oboe,middle,,353.5,354,356.25,,,,
1676,Stravinsky,35,4,5,1,oboe,middle,,354,355,357.5,,,,
1677,Stravinsky,33,2,3,1,corno,bass,e,332,333,332.5,,,,
1678,Stravinsky,33,3,4,1,corno,bass,a,333,334,335,,,,
1679,Stravinsky,33,4,5,1,corno,bass,a,334,335,337.5,,,,
1680,Stravinsky,34,1,3.5,2.5,corno,bass,g,341,343.5,340,,,,
1681,Stravinsky,34,3.5,4,0.5,corno,bass,a,343.5,344,346.25,,,,
1682,Stravinsky,34,4,5,1,corno,bass,b,344,345,347.5,,,,
1683,Stravinsky,35,1,1.5,0.5,corno,bass,c,351,351.5,350,,,,
1684,Stravinsky,35,1.5,2,0.5,corno,bass,b,351.5,352,351.25,,,,
1685,Stravinsky,35,2,3,1,corno,bass,a,352,353,352.5,,,,
1686,Stravinsky,35,3,4,1,corno,bass,g,353,354,355,,,,
1687,Stravinsky,33,1,1.5,0.5,trombe,middle,,331,331.5,330,,,,
1688,Stravinsky,33,1.5,2,0.5,trombe,middle,,331.5,332,331.25,,,,
1689,Stravinsky,34,3.5,4,0.5,trombe,middle,,343.5,344,346.25,,,,
1690,Stravinsky,34,4.5,5,0.5,trombe,middle,,344.5,345,348.75,,,,
1691,Stravinsky,35,1.5,2,0.5,trombe,middle,,351.5,352,351.25,,,,
1692,Stravinsky,35,2.5,3,0.5,trombe,middle,,352.5,353,353.75,,,,
1693,Stravinsky,35,3,3.5,0.5,trombe,middle,,353,353.5,355,,,,
1694,Stravinsky,35,3.5,4,0.5,trombe,middle,,353.5,354,356.25,,,,
1695,Stravinsky,35,4,4.5,0.5,trombe,middle,,354,354.5,357.5,,,,
1696,Stravinsky,35,4.5,5.5,1,trombe,middle,,354.5,355.5,358.75,,,,
1697,Stravinsky,33,1,1.5,0.5,trombone,middle,,331,331.5,330,,,,
1698,Stravinsky,34,2,2.5,0.5,trombone,middle,,342,342.5,342.5,,,,
1699,Stravinsky,34,3,3.5,0.5,trombone,middle,,343,343.5,345,,,,
1700,Stravinsky,34,4,4.5,0.5,trombone,middle,,344,344.5,347.5,,,,
1701,Stravinsky,35,1,1.5,0.5,trombone,middle,,351,351.5,350,,,,
1702,Stravinsky,35,3.5,4,0.5,trombone,middle,,353.5,354,356.25,,,,
1703,Stravinsky,35,4,4.5,0.5,trombone,middle,,354,354.5,357.5,,,,
1704,Stravinsky,33,2,2.5,0.5,trombone_b,bass,,332,332.5,332.5,,,,
1705,Stravinsky,33,3,3.5,0.5,trombone_b,bass,,333,333.5,335,,,,
1706,Stravinsky,33,4,4.5,0.5,trombone_b,bass,,334,334.5,337.5,,,,
1707,Stravinsky,34,1,1.5,0.5,trombone_b,bass,,341,341.5,340,,,,
1708,Stravinsky,34,3.5,4,0.5,trombone_b,bass,,343.5,344,346.25,,,,
1709,Stravinsky,34,4,4.5,0.5,trombone_b,bass,,344,344.5,347.5,,,,
1710,Stravinsky,35,1.5,2,0.5,trombone_b,bass,,351.5,352,351.25,,,,
1711,Stravinsky,35,2,2.5,0.5,trombone_b,bass,,352,352.5,352.5,,,,
1712,Stravinsky,35,3,3.5,0.5,trombone_b,bass,,353,353.5,355,,,,
1713,Stravinsky,33,1,1.25,0.25,viole,soprano,e,331,331.25,330,,,,
1714,Stravinsky,33,1.25,1.5,0.25,viole,soprano,f_sharp,331.25,331.5,330.625,,,,
1715,Stravinsky,33,1.5,1.75,0.25,viole,soprano,g,331.5,331.75,331.25,,,,
1716,Stravinsky,33,1.75,2,0.25,viole,soprano,a,331.75,332,331.875,,,,
1717,Stravinsky,33,2,2.25,0.25,viole,soprano,b,332,332.25,332.5,,,,
1718,Stravinsky,33,2.25,2.5,0.25,viole,soprano,c,332.25,332.5,333.125,,,,
1719,Stravinsky,33,2.5,2.75,0.25,viole,soprano,d,332.5,332.75,333.75,,,,
1720,Stravinsky,33,2.75,3,0.25,viole,soprano,b,332.75,333,334.375,,,,
1721,Stravinsky,33,3,3.25,0.25,viole,soprano,c,333,333.25,335,,,,
1722,Stravinsky,33,3.25,3.5,0.25,viole,soprano,b,333.25,333.5,335.625,,,,
1723,Stravinsky,33,3.5,3.75,0.25,viole,soprano,a,333.5,333.75,336.25,,,,
1724,Stravinsky,33,3.75,4,0.25,viole,soprano,b,333.75,334,336.875,,,,
1725,Stravinsky,33,4,4.25,0.25,viole,soprano,c,334,334.25,337.5,,,,
1726,Stravinsky,33,4.25,4.5,0.25,viole,soprano,d,334.25,334.5,338.125,,,,
1727,Stravinsky,33,4.5,4.75,0.25,viole,soprano,e,334.5,334.75,338.75,,,,
1728,Stravinsky,33,4.75,5,0.25,viole,soprano,f_sharp,334.75,335,339.375,,,,
1729,Stravinsky,34,1,1.25,0.25,viole,soprano,g,341,341.25,340,,,,
1730,Stravinsky,34,1.25,1.5,0.25,viole,soprano,d,341.25,341.5,340.625,,,,
1731,Stravinsky,34,1.5,1.75,0.25,viole,soprano,b,341.5,341.75,341.25,,,,
1732,Stravinsky,34,1.75,2,0.25,viole,soprano,f,341.75,342,341.875,,,,
1733,Stravinsky,34,2,2.25,0.25,viole,soprano,e,342,342.25,342.5,,,,
1734,Stravinsky,34,2.25,2.5,0.25,viole,soprano,c,342.25,342.5,343.125,,,,
1735,Stravinsky,34,2.5,2.75,0.25,viole,soprano,g,342.5,342.75,343.75,,,,
1736,Stravinsky,34,2.75,3,0.25,viole,soprano,a,342.75,343,344.375,,,,
1737,Stravinsky,34,3,3.25,0.25,viole,soprano,b,343,343.25,345,,,,
1738,Stravinsky,34,3.25,3.5,0.25,viole,soprano,g,343.25,343.5,345.625,,,,
1739,Stravinsky,34,3.5,3.75,0.25,viole,soprano,b,343.5,343.75,346.25,,,,
1740,Stravinsky,34,3.75,4,0.25,viole,soprano,c,343.75,344,346.875,,,,
1741,Stravinsky,34,4,4.25,0.25,viole,soprano,d,344,344.25,347.5,,,,
1742,Stravinsky,34,4.25,4.5,0.25,viole,soprano,f,344.25,344.5,348.125,,,,
1743,Stravinsky,34,4.5,4.75,0.25,viole,soprano,e,344.5,344.75,348.75,,,,
1744,Stravinsky,34,4.75,5,0.25,viole,soprano,d,344.75,345,349.375,,,,
1745,Stravinsky,35,1,1.25,0.25,viole,soprano,c,351,351.25,350,,,,
1746,Stravinsky,35,1.25,1.5,0.25,viole,soprano,b,351.25,351.5,350.625,,,,
1747,Stravinsky,35,1.5,1.75,0.25,viole,soprano,c,351.5,351.75,351.25,,,,
1748,Stravinsky,35,1.75,2,0.25,viole,soprano,d,351.75,352,351.875,,,,
1749,Stravinsky,35,2,2.25,0.25,viole,soprano,e,352,352.25,352.5,,,,
1750,Stravinsky,35,2.25,2.5,0.25,viole,soprano,f_sharp,352.25,352.5,353.125,,,,
1751,Stravinsky,35,2.5,2.75,0.25,viole,soprano,g,352.5,352.75,353.75,,,,
1752,Stravinsky,35,2.75,3,0.25,viole,soprano,a,352.75,353,354.375,,,,
1753,Stravinsky,35,3,3.25,0.25,viole,soprano,b,353,353.25,355,,,,
1754,Bach,36,1,1.25,0.25,organ,soprano,,361,361.25,360,,,,
1755,Bach,36,1.25,1.5,0.25,organ,soprano,,361.25,361.5,360.625,,,,
1756,Bach,36,1.5,1.75,0.25,organ,soprano,,361.5,361.75,361.25,,,,
1757,Bach,36,1.75,2,0.25,organ,soprano,,361.75,362,361.875,,,,
1758,Bach,36,2,2.25,0.25,organ,soprano,,362,362.25,362.5,,,,
1759,Bach,36,2.25,2.5,0.25,organ,soprano,,362.25,362.5,363.125,,,,
1760,Bach,36,2.5,2.75,0.25,organ,soprano,,362.5,362.75,363.75,,,,
1761,Bach,36,2.75,3,0.25,organ,soprano,,362.75,363,364.375,,,,
1762,Bach,36,3,3.25,0.25,organ,soprano,,363,363.25,365,,,,
1763,Bach,36,3.25,3.5,0.25,organ,soprano,,363.25,363.5,365.625,,,,
1764,Bach,36,3.5,3.75,0.25,organ,soprano,,363.5,363.75,366.25,,,,
1765,Bach,36,3.75,4,0.25,organ,soprano,,363.75,364,366.875,,,,
1766,Bach,36,4,4.25,0.25,organ,soprano,,364,364.25,367.5,,,,
1767,Bach,36,4.25,4.5,0.25,organ,soprano,,364.25,364.5,368.125,,,,
1768,Bach,36,4.5,4.75,0.25,organ,soprano,,364.5,364.75,368.75,,,,
1769,Bach,36,4.75,5,0.25,organ,soprano,,364.75,365,369.375,,,,
1770,Bach,37,1,1.25,0.25,organ,soprano,,371,371.25,370,,,,
1771,Bach,37,1.25,1.5,0.25,organ,soprano,,371.25,371.5,370.625,,,,
1772,Bach,37,1.5,1.75,0.25,organ,soprano,,371.5,371.75,371.25,,,,
1773,Bach,37,1.75,2,0.25,organ,soprano,,371.75,372,371.875,,,,
1774,Bach,37,2,2.25,0.25,organ,soprano,,372,372.25,372.5,,,,
1775,Bach,37,2.25,2.5,0.25,organ,soprano,,372.25,372.5,373.125,,,,
1776,Bach,37,2.5,2.75,0.25,organ,soprano,,372.5,372.75,373.75,,,,
1777,Bach,37,2.75,3,0.25,organ,soprano,,372.75,373,374.375,,,,
1778,Bach,37,3,3.25,0.25,organ,soprano,,373,373.25,375,,,,
1779,Bach,37,3.25,3.5,0.25,organ,soprano,,373.25,373.5,375.625,,,,
1780,Bach,37,3.5,3.75,0.25,organ,soprano,,373.5,373.75,376.25,,,,
1781,Bach,37,3.75,4,0.25,organ,soprano,,373.75,374,376.875,,,,
1782,Bach,37,4,4.25,0.25,organ,soprano,,374,374.25,377.5,,,,
1783,Bach,37,4.25,4.5,0.25,organ,soprano,,374.25,374.5,378.125,,,,
1784,Bach,37,4.5,4.75,0.25,organ,soprano,,374.5,374.75,378.75,,,,
1785,Bach,37,4.75,5,0.25,organ,soprano,,374.75,375,379.375,,,,
1786,Bach,38,1,1.25,0.25,organ,soprano,,381,381.25,380,,,,
1787,Bach,38,1.25,1.5,0.25,organ,soprano,,381.25,381.5,380.625,,,,
1788,Bach,38,1.5,1.75,0.25,organ,soprano,,381.5,381.75,381.25,,,,
1789,Bach,38,1.75,2,0.25,organ,soprano,,381.75,382,381.875,,,,
1790,Bach,38,2,2.25,0.25,organ,soprano,,382,382.25,382.5,,,,
1791,Bach,38,2.25,2.5,0.25,organ,soprano,,382.25,382.5,383.125,,,,
1792,Bach,38,2.5,2.75,0.25,organ,soprano,,382.5,382.75,383.75,,,,
1793,Bach,38,2.75,3,0.25,organ,soprano,,382.75,383,384.375,,,,
1794,Bach,38,3,3.25,0.25,organ,soprano,,383,383.25,385,,,,
1795,Bach,38,3.25,3.5,0.25,organ,soprano,,383.25,383.5,385.625,,,,
1796,Bach,38,3.5,3.75,0.25,organ,soprano,,383.5,383.75,386.25,,,,
1797,Bach,38,3.75,4,0.25,organ,soprano,,383.75,384,386.875,,,,
1798,Bach,38,4,4.25,0.25,organ,soprano,,384,384.25,387.5,,,,
1799,Bach,38,4.25,4.5,0.25,organ,soprano,,384.25,384.5,388.125,,,,
1800,Bach,38,4.5,4.75,0.25,organ,soprano,,384.5,384.75,388.75,,,,
1801,Bach,38,4.75,5,0.25,organ,soprano,,384.75,385,389.375,,,,
1802,Bach,36,1,1.5,0.5,organ,middle,,361,361.5,360,,,,
1803,Bach,36,1.5,2,0.5,organ,middle,,361.5,362,361.25,,,,
1804,Bach,36,1.5,2,0.5,organ,middle,,361.5,362,361.25,,,,
1805,Bach,36,2,3,1,organ,middle,,362,363,362.5,,,,
1806,Bach,36,2,2.5,0.5,organ,middle,,362,362.5,362.5,,,,
1807,Bach,36,2.5,3.5,1,organ,middle,,362.5,363.5,363.75,,,,
1808,Bach,36,3,4,1,organ,middle,,363,364,365,,,,
1809,Bach,36,3.5,4,0.5,organ,middle,,363.5,364,366.25,,,,
1810,Bach,37,4,5,1,organ,middle,,374,375,377.5,,,,
1811,Bach,37,4.5,5,0.5,organ,middle,,374.5,375,378.75,,,,
1812,Bach,38,1,2,1,organ,middle,,381,382,380,,,,
1813,Bach,38,1,1.5,0.5,organ,middle,,381,381.5,380,,,,
1814,Bach,38,1.5,2,0.5,organ,middle,,381.5,382,381.25,,,,
1815,Bach,38,2,3,1,organ,middle,,382,383,382.5,,,,
1816,Bach,38,2.5,3,0.5,organ,middle,,382.5,383,383.75,,,,
1817,Bach,38,3,3.5,0.5,organ,middle,,383,383.5,385,,,,
1818,Bach,38,3,4,1,organ,middle,,383,384,385,,,,
1819,Bach,38,3.5,4,0.5,organ,middle,,383.5,384,386.25,,,,
1820,Bach,38,4,4.25,0.25,organ,middle,,384,384.25,387.5,,,,
1821,Bach,38,4.25,4.5,0.25,organ,middle,,384.25,384.5,388.125,,,,
1822,Bach,38,4.5,4.75,0.25,organ,middle,,384.5,384.75,388.75,,,,
1823,Bach,38,4.5,5,0.5,organ,middle,,384.5,385,388.75,,,,
1824,Bach,38,4.75,5,0.25,organ,middle,,384.75,385,389.375,,,,
1825,Bach,36,4,5,1,organ,bass,,364,365,367.5,,,,
1826,Bach,37,1,2,1,organ,bass,,371,372,370,,,,
1827,Bach,37,2,3,1,organ,bass,,372,373,372.5,,,,
1828,Bach,37,3,4.5,1.5,organ,bass,,373,374.5,375,,,,
1829,Bach,37,4.5,4.75,0.25,organ,bass,,374.5,374.75,378.75,,,,
1830,Bach,37,4.75,5,0.25,organ,bass,,374.75,375,379.375,,,,
1831,Bach,38,1,1.5,0.5,organ,bass,,381,381.5,380,,,,
1832,Bach,38,1.5,2,0.5,organ,bass,,381.5,382,381.25,,,,
1833,Bach,38,2,3,1,organ,bass,,382,383,382.5,,,,
1834,Bach,38,3,4,1,organ,bass,,383,384,385,,,,
1835,Stravinsky,36,1,1.25,0.25,flute,soprano,,361,361.25,360,,,,
1836,Stravinsky,37,1.25,1.5,0.25,flute,soprano,,371.25,371.5,370.625,,,,
1837,Stravinsky,37,1.5,1.75,0.25,flute,soprano,,371.5,371.75,371.25,,,,
1838,Stravinsky,37,1.75,2,0.25,flute,soprano,,371.75,372,371.875,,,,
1839,Stravinsky,37,2,2.25,0.25,flute,soprano,,372,372.25,372.5,,,,
1840,Stravinsky,37,2.25,2.5,0.25,flute,soprano,,372.25,372.5,373.125,,,,
1841,Stravinsky,37,2.5,2.75,0.25,flute,soprano,,372.5,372.75,373.75,,,,
1842,Stravinsky,37,2.75,3,0.25,flute,soprano,,372.75,373,374.375,,,,
1843,Stravinsky,37,3,3.25,0.25,flute,soprano,,373,373.25,375,,,,
1844,Stravinsky,37,3.25,3.5,0.25,flute,soprano,,373.25,373.5,375.625,,,,
1845,Stravinsky,37,3.5,3.75,0.25,flute,soprano,,373.5,373.75,376.25,,,,
1846,Stravinsky,37,3.75,4,0.25,flute,soprano,,373.75,374,376.875,,,,
1847,Stravinsky,37,4,4.25,0.25,flute,soprano,,374,374.25,377.5,,,,
1848,Stravinsky,38,4.25,4.5,0.25,flute,soprano,,384.25,384.5,388.125,,,,
1849,Stravinsky,38,4.5,4.75,0.25,flute,soprano,,384.5,384.75,388.75,,,,
1850,Stravinsky,38,4.75,5,0.25,flute,soprano,,384.75,385,389.375,,,,
1851,Stravinsky,36,1,1.25,0.25,flute_b,soprano,,361,361.25,360,,,,
1852,Stravinsky,37,1.25,1.5,0.25,flute_b,soprano,,371.25,371.5,370.625,,,,
1853,Stravinsky,37,1.5,1.75,0.25,flute_b,soprano,,371.5,371.75,371.25,,,,
1854,Stravinsky,37,1.75,2,0.25,flute_b,soprano,,371.75,372,371.875,,,,
1855,Stravinsky,37,2,2.25,0.25,flute_b,soprano,,372,372.25,372.5,,,,
1856,Stravinsky,37,2.25,2.5,0.25,flute_b,soprano,,372.25,372.5,373.125,,,,
1857,Stravinsky,37,2.5,2.75,0.25,flute_b,soprano,,372.5,372.75,373.75,,,,
1858,Stravinsky,37,2.75,3,0.25,flute_b,soprano,,372.75,373,374.375,,,,
1859,Stravinsky,37,3,3.25,0.25,flute_b,soprano,,373,373.25,375,,,,
1860,Stravinsky,37,3.25,3.5,0.25,flute_b,soprano,,373.25,373.5,375.625,,,,
1861,Stravinsky,37,3.5,3.75,0.25,flute_b,soprano,,373.5,373.75,376.25,,,,
1862,Stravinsky,37,3.75,4,0.25,flute_b,soprano,,373.75,374,376.875,,,,
1863,Stravinsky,37,4,4.25,0.25,flute_b,soprano,,374,374.25,377.5,,,,
1864,Stravinsky,38,4.25,4.5,0.25,flute_b,soprano,,384.25,384.5,388.125,,,,
1865,Stravinsky,38,4.5,4.75,0.25,flute_b,soprano,,384.5,384.75,388.75,,,,
1866,Stravinsky,38,4.75,5,0.25,flute_b,soprano,,384.75,385,389.375,,,,
1867,Stravinsky,36,1,1.5,0.5,oboe,middle,,361,361.5,360,,,,
1868,Stravinsky,36,1.5,2,0.5,oboe,middle,,361.5,362,361.25,,,,
1869,Stravinsky,36,2,3,1,oboe,middle,,362,363,362.5,,,,
1870,Stravinsky,36,3,4,1,oboe,middle,,363,364,365,,,,
1871,Stravinsky,37,4,5,1,oboe,middle,,374,375,377.5,,,,
1872,Stravinsky,38,1,2,1,oboe,middle,,381,382,380,,,,
1873,Stravinsky,38,2,3,1,oboe,middle,,382,383,382.5,,,,
1874,Stravinsky,38,3,4.5,1.5,oboe,middle,,383,384.5,385,,,,
1875,Stravinsky,38,4.5,4.75,0.25,oboe,middle,,384.5,384.75,388.75,,,,
1876,Stravinsky,38,4.75,5,0.25,oboe,middle,,384.75,385,389.375,,,,
1877,Stravinsky,36,4,5,1,corno,bass,,364,365,367.5,,,,
1878,Stravinsky,37,1,2,1,corno,bass,,371,372,370,,,,
1879,Stravinsky,37,2,3,1,corno,bass,,372,373,372.5,,,,
1880,Stravinsky,37,3,4.5,1.5,corno,bass,,373,374.5,375,,,,
1881,Stravinsky,37,4.5,4.75,0.25,corno,bass,,374.5,374.75,378.75,,,,
1882,Stravinsky,37,4.75,5,0.25,corno,bass,,374.75,375,379.375,,,,
1883,Stravinsky,38,1,1.5,0.5,corno,bass,,381,381.5,380,,,,
1884,Stravinsky,36,1.5,2,0.5,trombe,middle,,361.5,362,361.25,,,,
1885,Stravinsky,36,2,2.5,0.5,trombe,middle,,362,362.5,362.5,,,,
1886,Stravinsky,36,2.5,3.5,1,trombe,middle,,362.5,363.5,363.75,,,,
1887,Stravinsky,36,3.5,4,0.5,trombe,middle,,363.5,364,366.25,,,,
1888,Stravinsky,37,4.5,5,0.5,trombe,middle,,374.5,375,378.75,,,,
1889,Stravinsky,38,1,1.5,0.5,trombe,middle,,381,381.5,380,,,,
1890,Stravinsky,38,1.5,2,0.5,trombe,middle,,381.5,382,381.25,,,,
